job_id,title,state,state_name,department,salary_range,company_profile,description,requirement,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,combine_text
7705,Software Engineer - Android,CA,California,,,"Happy Typing, on any smart device.Fleksy is officially the fastest keyboard in the world, and is so powerful that you can even type without looking.","Fleksy, is the next generation smart keyboard that lets you type on a touch-screen,Â without even looking at the screen. Fat fingers everywhere rejoice - we've solved this problem!Holders of theÂ Guinness World RecordÂ title for theÂ fastest keyboard in the world (officially!), Fleksy is also the first company to ship a keyboard on a smartwatch, to enable typing in 3-D (with Leap Motion), and to enable truly blind typing on a smartphone. We are venture-backed by leading VC funds including Kleiner Perkins and Highland Capital Partners.Since launching in December, Fleksy has already become theÂ fastest growing keyboard companyÂ with millions of downloads.Â We are also one of the most anticipated products to launch with iOS 8. Apple is, for the first time, allowing third party keyboards on iOS, which makes this a fantastic time for our company.We are now preparing to take our technology to the next level, and are looking for motivated engineers to join our team.You will be working as part of the team that develops theÂ Android ApplicationÂ side of our app. Our Android app has already been downloaded over 2 million times - and we are currently working with a number of partners on projects to bring our user base to the tens of millions of users in the coming months. Up for the challenge?","The successful candidate will have:A degree in Computer Science / Software Engineering.Very good command of Java. Use of Android NDK and/or C++ experience will be an advantage.A passion for the product. An eye for what truly constitutes a great typing experience, not an incremental improvement over current systems.The ability to deliver rock-solid work which will stand the test of users. Thatâs billions of words typedÂ every day.The ability to learn and grow as the company grows.","We are the most innovative keyboard company in the world, and are currently experiencing explosive growth. Put simply, you will be joining a very hot startup at a very exciting stage.Up for the challenge? Here's what we offer:A dynamic work environment alongside talented people.Competitive salaryEmployee equity incentives15 day paid vacationFree lunchGold Health, dental and vision insuranceCareer development and the opportunity to grow with a fast-growing companyExcited much? Apply now!No recruiter referrals are accepted for this position. If you are a recruiter, please donât ignore this notice â we wonât work with you if you do.",0,1,1,full-time,associate,bachelors,Computer Software,Information Technology,software engineer android fleksy next generation smart keyboard let type touch screen without even looking screen fat finger everywhere rejoice solved problem holder guinness world record title fastest keyboard world officially fleksy also first company ship keyboard smartwatch enable typing 3 leap motion enable truly blind typing smartphone venture backed leading vc fund including kleiner perkins highland capital partner since launching december fleksy already become fastest growing keyboard company million downloads also one anticipated product launch io 8 apple first time allowing third party keyboard io make fantastic time company preparing take technology next level looking motivated engineer join team working part team develops android application side app android app already downloaded 2 million time currently working number partner project bring user base ten million user coming month challenge successful candidate degree computer science software engineering good command java use android ndk c++ experience advantage passion product eye truly constitutes great typing experience incremental improvement current system ability deliver rock solid work stand test user billion word typed every day ability learn grow company grows
7721,Clinical Systems Implementation Engineer,WI,Wisconsin,,,"REWARDING WORKPure talent isnât enough.Â Our culture is filled with people who are passionate about how technology is changing the world and are excited to be a part of it. They leverage cool tools, their own expertise and their colleaguesâ enormous capacities for creative problem solving.Â  With some ping-pong thrown in for creative brainstorming, the solutions they generate for our clients are creatively conjured, elegantly engineered and implemented with a deep understanding of what needs to be accomplished.Â  Our informal and professional environment breeds success.What is most important is the work our staff gets to do.Â  We donât create wild-ride video games, although we are known to play them.Â  We connect life-saving technologies and make the data that they generate fast, accessible and usable, so the right decisions can be made for every patient, every time.Â  We improve healthcare decision-making, in world-changing ways. Â Very rewarding work.WHAT WE OFFERWe want our employees to be happy and healthy, and have designed our benefit plans and programs with that in mind. Among them are:Medical, Dental, Vision and Life Insurance401K Savings Plan with Employer ContributionShort-Term and Long-Term Disability PlansFlexible Spending AccountHealth Savings Account and Health Reimbursement AccountGenerous Personal Time and Paid HolidaysTuition Reimbursement ProgramEmployee DiscountsConcierge ServicesOpportunities for both planned and spontaneous fun from the obvious (Summerfest) to the sublime (Curling), and everything in betweenOTHER EQUALLY IMPORTANT BENEFITS:Travel Policies.Â Sometimes our staff is on the road, on-site with customers or implementing technologies at hospitals. Â So we âgetâ travel. Â  Our travel policies reflect our understanding that being away from home can be challenging. Â While youâre away, a nice environment and healthy food is important to your well-being. Â And thatâs important to us.Work Life Balance.Â We all have families of one kind or another. Â We not only have an understanding of work/life balance, itâs in the essence of our culture. We recruit people who believe itâs important.Community Involvement.Â We have a history of strong community involvement and partnerships with organizations that align with our core values and beliefs. When you become part of True Process, you're part of something bigger, too.Weâd be honored to have you consider joining the True Process team!WHO WE'RE LOOKING FORWe seek people with passion, experience, intellectual curiosity, collaborative approaches, humor, compassion, keenness, excellence, high standards, dependability, technical superiority, motivation, confidence, initiative, can do, flexibility, gutsiness, respect for processes, make-a-difference spirit.Â See you?Â  Call us at #PHONE_7c11b0967b88c1003665662fd1fada8795fc954ad9959a3f387d00105e6aef01#.","We are looking for a clinical systems implementation engineer who provides outstanding on-site customer service, and is willing to provide that same type of service for our customers. You would be helping our customers and even installing our own products in hospitals across the U.S remotely and on-site.If you want to work on installing software that actually improves the care of patients, then look no further. You donât even have to have previous healthcare experience. Thatâs a bonus. It is really the TYPE of person you are that is most important to us. Â We are looking for a customer focused, go-getter of an engineer who can enhance an already great team.Who we areâ¦We have a creative, casual, and fun environment and you will get to work on with the latest hospital safety and data integration systems in healthcare! Â You can expect a freewheeling, informal work environment, populated by a lot of smart innovative people who get things done, support each other, exceed our customersâ expectations, and have fun doing it. Â We are not your typical staid healthcare technology company. Â Weâre a little quirky and irreverent and definitely know how to have fun.What we needâ¦We're looking for smart andÂ creative problem-solvers to join our consulting team.Â  This full-time  is a technical role working with an integrated team of field engineers, project managers, and support technicians.","We're looking for some of these :Someone who enjoys helping others and working in a team environmentGreat verbal communication  and written communication  with an eye for detailExperience with Microsoft Server 2008 Operating SystemExperience with database systems (Microsoft SQL Server prefered)Knowledge of TCP/IP networking in both a wired and wireless environmentWireless LAN configuration and troubleshootingBachelor's Degree in Information Technology, Computer Engineering, or Healthcare Informatics is desired","True Process, Inc. is a team of clinical data experts specializing in healthcare services and software development. We are a growing and profitable company with a progressive, business casual environment which believes that employees are its most valuable asset. Â As part of our team, youâll work on challenging projects that give you exposure to the latest in healthcare technology. We believe in having an environment where everyone has a voice and is encouraged to contribute to the growth of their professional development, as well as the growth of the company.Â True Process is located in Milwaukee, Wisconsin and serves clients worldwide through regionally-based employees. True Process is an equal opportunity organization. Â Â ",0,1,0,full-time,entry_level,bachelors,Information Technology and Services,Information Technology,clinical system implementation engineer looking clinical system implementation engineer provides outstanding site customer service willing provide type service customer would helping customer even installing product hospital across u remotely site want work installing software actually improves care patient look even previous healthcare experience bonus really type person important u looking customer focused go getter engineer enhance already great team creative casual fun environment get work latest hospital safety data integration system healthcare expect freewheeling informal work environment populated lot smart innovative people get thing done support exceed customer expectation fun typical staid healthcare technology company little quirky irreverent definitely know fun need looking smart creative problem solver join consulting team full time technical role working integrated team field engineer project manager support technician looking someone enjoys helping others working team environmentgreat verbal communication written communication eye detailexperience microsoft server 2008 operating systemexperience database system microsoft sql server prefered knowledge tcp ip networking wired wireless environmentwireless lan configuration troubleshootingbachelor degree information technology computer engineering healthcare informatics desired
7733,Linux Systems/Security Engineer,VA,Virginia,,,"Roka Security is a boutique security firm that specializes in full-scale network protection and defending against advanced, targeted attacks. Our staff members have background in governmental and intelligence fields as well as large-scale data center and network deployments.We leverage our in-depth experience to aid our customers in protecting their data, and their intellectual property, andtheir customer's data, We help our clients with the full breadth of services whether it's consulting on general security issues or performing security assessments or assisting them with their latest network design or datacenter build-out. We also provide the full breadth of managed services including managed security perimeters, Managed Infrastructure / private cloud, or 24x7 security monitoring in our state-of-the-art Security Operations Center.","We are a growing team of Security, Linux, and Network engineers looking for the next member of our team. We work on incredible projects including complex network engineering, system and network performance tuning, dealing with compromised systems, physical server deployments at datacenters around the world, disaster recovery, working with teams to design highly scalable architectures.We need people who can research open source technology and help adapt it to our projects. Â We are looking for people who are always thinking about how to improve our current technology and looking for the next improvement in our systems. Â If your looking for a career with industry experts, then make Roka Security your next career move.In this  the person will be working with various linux servers in small and large networks.Â  They will help with development, implementation, deployment and operations and maintenance of linux servers, automated configuration and patching systems and much much more.In general, if you like linux and networking you will love this .","Specific Technical Expertise and Knowledge Required (must have at least 5)7 or more years experience with Linux and networking.Experience building and administering Linux based server systemsExperience reading, writing, or modifying Shell, Perl, Python scriptsExperience and knowledge of security hardening practices associated with Linux based systemsExperience building and administering virtualization technologies (KVM, Xen, ESXi systems, VMWare)Experience with System, Security, and Network monitoring tools (Nagios, Observium, Cacti, RDS, SecurityOnion, Splunk, etc)Experience in deployment of NAS/SAN technologies (iSCSI, FC). Experience with open source technologies (CephFS, Gluster/Redhat Storage, etc.) is a plus.General s:Employee would work in our office in Herndon, Virginia.Due to work with various local, state, and federal agencies US citizenship is required.Troubleshooting of complex systems/network issues in a prompt manner.Maintain a working knowledge of all products and services offered.Ability to make critical decisions affecting system security postureAbility to work in a team environmentExcellent written and verbal communication Self-motivated and able to multi-task and communicate effectively with little supervisionHighly trustworthy persons with the ability to safeguard company/customer proprietary and intellectual property information","Competitive CompensationMedical and DentalLife InsurancePaid VacationRelaxed, professional environmentFlexible Work Schedule401k with company matching and vested on 1st day",0,1,1,full-time,mid_senior,unspecified,Computer & Network Security,Information Technology,linux system security engineer growing team security linux network engineer looking next member team work incredible project including complex network engineering system network performance tuning dealing compromised system physical server deployment datacenters around world disaster recovery working team design highly scalable architecture need people research open source technology help adapt project looking people always thinking improve current technology looking next improvement system looking career industry expert make roka security next career move person working various linux server small large network help development implementation deployment operation maintenance linux server automated configuration patching system much much general like linux networking love specific technical expertise knowledge required must least 5 7 year experience linux networking experience building administering linux based server systemsexperience reading writing modifying shell perl python scriptsexperience knowledge security hardening practice associated linux based systemsexperience building administering virtualization technology kvm xen esxi system vmware experience system security network monitoring tool nagios observium cactus rds securityonion splunk etc experience deployment na san technology iscsi fc experience open source technology cephfs gluster redhat storage etc plus general employee would work office herndon virginia due work various local state federal agency u citizenship required troubleshooting complex system network issue prompt manner maintain working knowledge product service offered ability make critical decision affecting system security postureability work team environmentexcellent written verbal communication self motivated able multi task communicate effectively little supervisionhighly trustworthy person ability safeguard company customer proprietary intellectual property information
7740,Product Support Engineer,CA,California,Technical Support,0-0,"Cylance is a global cybersecurity products and service company, specializeing in advanced threat security that detects and stops zero-day malware and APT attacks. Using advanced math and machine learning, coupled with the understanding of a hackerâs mindset, Cylance provide a proactive, preventive approach to security.","As a fast-growing startup, we're looking for self-starters who thrive in a fast-paced and dynamic environment to join us in our Irvine, CA headquarters. You'll get to wear many hats and learn about cybersecurity from some of the best in the industry. You'll need to be adaptable, being able to change direction quickly, and showing an eagerness to learn new technologies as the need arises.In this role, you work on a small but growing support team on the front and back lines. You will handle support cases in our customer support platform providing accurate and insightful answers to our current customers and potential customers in the security arena.SummaryGain in-depth knowledge of the Cylance software suiteDiagnose, research, reproduce and log reported defects working with Cylance engineeringResolve customer issues, working closely with engineering, research and other Cylance team membersAssist with installation and configuration of Cylance SoftwareRespond to customers experiencing technical issues via phone or e-mail in a timely, courteous and professional mannerManage notifications in an operations role, providing feedback and analysis on various threats and advanced malwareThoroughly document technical resolutions for inclusion in the Cylance Knowledge BaseAnd, of course, help Cylance protect the world from advanced threats","Bachelor's or higher degree in technical field, or 5 years equivalent experienceExcellent verbal and written communication Ability to get along with others, and work as a member of a team that provides quick turnaround on critical issuesExperience with database technologies (MySQL, MSSQL, Oracle, etc.)Experience in Windows operating system and diagnosticsSecurity experience a plus","Complete company plan including Medical, Dental, Vision and much much more!",0,1,0,full-time,associate,bachelors,Computer & Network Security,Information Technology,product support engineer fast growing startup looking self starter thrive fast paced dynamic environment join u irvine ca headquarters get wear many hat learn cybersecurity best industry need adaptable able change direction quickly showing eagerness learn new technology need arises role work small growing support team front back line handle support case customer support platform providing accurate insightful answer current customer potential customer security arena summarygain depth knowledge cylance software suitediagnose research reproduce log reported defect working cylance engineeringresolve customer issue working closely engineering research cylance team membersassist installation configuration cylance softwarerespond customer experiencing technical issue via phone e mail timely courteous professional mannermanage notification operation role providing feedback analysis various threat advanced malwarethoroughly document technical resolution inclusion cylance knowledge baseand course help cylance protect world advanced threat bachelor higher degree technical field 5 year equivalent experienceexcellent verbal written communication ability get along others work member team provides quick turnaround critical issuesexperience database technology mysql mssql oracle etc experience window operating system diagnosticssecurity experience plus
7741,Web Developer ,NJ,New Jersey,,45000-55000,"Home Source is a startup based in southern New Jersey. We design and build software for large ticket retailers. We have built a complete ERP package that is used by retailers all over the United States. We have customers ranging in size from a single location doing 1 million dollars a year in revenue, to multiple locations doing in excess of 100 million dollars in annual revenue.","Home Source is a startup based in southern New Jersey. We design and build software for large ticket retailers. We have built a complete ERP package that is used by retailers all over the United States. We have customers ranging in size from a single location doing 1 million dollars a year in revenue, to multiple locations doing in excess of 100 million dollars in annual revenue.We are looking for developers that are interested in having an impact on an industry that has not changed for decades. We are looking to create web applications that allow our end-users to unchain themselves from their desktops and perform their functions directly with their #URL_d86afc140c4da4868183252953a592caae02ec7279b7e2db32409f9f035b1e6b# also are looking for someone who has experience with Magento and e-commerce websites.", Required:1. Good working knowledge of object oriented programming languages.2. HTML 53. PHP4. Linux5. MYSQL6. JAVA Script7. Apache8. Magento9. CSS10. Must work well with teams.,"Base Pay $45,000.00 - $50,000.00 /Year",0,1,0,full-time,associate,unspecified,Information Technology and Services,Information Technology,web developer home source startup based southern new jersey design build software large ticket retailer built complete erp package used retailer united state customer ranging size single location 1 million dollar year revenue multiple location excess 100 million dollar annual revenue looking developer interested impact industry changed decade looking create web application allow end user unchain desktop perform function directly url d86afc140c4da4868183252953a592caae02ec7279b7e2db32409f9f035b1e6b also looking someone experience magento e commerce website required 1 good working knowledge object oriented programming language 2 html 53 php4 linux5 mysql6 java script7 apache8 magento9 css10 must work well team
7761,SR Programmer Analyst,NV,Nevada,,110000-120000,,"1.Experience installing, configuring, implementing, using and tuning Oracle Hyperion Public Sector Planning and Budgeting in a Windows basedÂ Â Â Â Â Â  environment. 2.Experience installing, configuring, implementing, using, and tuning Oracle Essbase in a Windows based environment. 3.Experience working with Oracle Business Intelligence Enterprise Edition. 4.Experience integrating Oracle Hyperion implementations with Oracle Business Intelligence Enterprise Edition. 5.Assist with installation of Hyperion Planning Plus and Hyperion Public Sector Planning and Budgeting software. 6.Applicants must have excellent written and verbal communication .",,,0,0,0,contract,mid_senior,bachelors,Information Technology and Services,Information Technology,sr programmer analyst 1 experience installing configuring implementing using tuning oracle hyperion public sector planning budgeting window based environment 2 experience installing configuring implementing using tuning oracle essbase window based environment 3 experience working oracle business intelligence enterprise edition 4 experience integrating oracle hyperion implementation oracle business intelligence enterprise edition 5 assist installation hyperion planning plus hyperion public sector planning budgeting software 6 applicant must excellent written verbal communication
7771,Technology Operations Manager,MO,Missouri,Technology/IT,,"Ready to let your star shine? Discover the career youâve been dreaming about at AvaStars whereâ¦Â The Star Inside is YOU!Â At AvaStars, weâre dedicated to making dreams come true and creating entertainment retail that is highly personalized and aspirational. Weâre currently looking for âAâ players to capitalize on this once in a lifetime opportunity. Our senior leadership team is known for the success of Mattel, Pokemon, Build-A-Bear Workshop, LeapFrog and Waterbabies. Join us by getting in on the âground floorâ in the development and implementation of the ânext big thingâ destined to change the face of retail and the way children play.Â AvaStars is an equal opportunity employer committed to providing a diverse environment.","General Purpose of the The Technology Operations Manager is responsible for support, administration, maintenance &amp; configuration of software and hardware technology for both Retail Interactive Kiosks and corporate business infrastructure.Â Work with external partners to develop and administer IT/Technology systemsÂ Help Manage Amazon AWS hosted services environment (AD, SQL, S3, Web, RenderFarm, Fulfillment, Admin, etc)Â Develop and Manage Technology Service DeskÂ operations for internal and retail business support. Â (Performs all help desk related activities.)Help Manage communications systems (Office 365 / Google / Dropbox / etc).Â Manage Astrix/Digium â IP Phone System (including Retail Locations, Corporate, IVR, Mobile) &amp; Phone linesÂ Manage Internet &amp; Mobile Device phone/Data plans (Charter, Verizon, AT&amp;T, Etc)Â Manage Cloud Authentication System (Auth0) for Retail/Web/MobileÂ Manage Logging System (#URL_3cb40e8f504fc928c5ddbb1444fc9a55e15816ee33f7cb5fb25118b9b366a72c#)Â Manage Internet Domains (GoDaddy) &amp; SSL certsÂ Manage Corporate Infrastructure (Services/printers/etc)Â Manage Avalara Avatax systemÂ Manage SAmanage (IT Asset Management / Service Desk / Risk logging) system.Â Engineering and Administration of IT/Technology systems, including hard disk image preparation, cloning, patching/updating, and configuring PCs/Devices and infrastructureÂ Assisting in the planning, preparing/stating, building, shipping, installation and support of Retail Interactive Kiosks.Â Continuous learning by becoming highly knowledgeable about all of our entire infrastructure both local and in the cloudÂ Willingness to travel up to 15%Â Will to perform duties beyond what is prescribed herein as requiredÂ Analyzing, troubleshooting, and repairing desktops, servers and network devicesÂ Entering and resolve âService Deskâ trouble ticketsÂ Providing Technology Support as neededÂ Capture and create Knowledge Base informationÂ Cataloging all IT Assets, agreements, etcâ¦Â Ability to lift up to 70 lbs.Â Proficient in documenting work proceduresÂ Excellent problem-solving, inter-personal, presentation and telephone Â Ability to be self-sufficient and self-motivatedÂ Training - schedules and/or assists in the development/delivery of training in the use of standard hardware and software for our store ambassadors.Â Identify technology improvements and direction as directed by Management","5+ Years of IT/TechnologyÂ technical experienceHelp Desk / Service Desk experience (ticketing systems, phone support, etc)Small projects management experienceMicrosoft Word, Excel, Powerpoint or equivalent communication toolsExperience installing, updating, customizing windows operating systems.Â Powershell or scripting experience a plus.IP Networking / Routing knowledge or experiencePrior experience managing people",,0,1,1,full-time,mid_senior,bachelors,Information Technology and Services,Information Technology,technology operation manager general purpose technology operation manager responsible support administration maintenance amp configuration software hardware technology retail interactive kiosk corporate business infrastructure work external partner develop administer technology system help manage amazon aws hosted service environment ad sql s3 web renderfarm fulfillment admin etc develop manage technology service desk operation internal retail business support performs help desk related activity help manage communication system office 365 google dropbox etc manage astrix digium ip phone system including retail location corporate ivr mobile amp phone line manage internet amp mobile device phone data plan charter verizon amp etc manage cloud authentication system auth0 retail web mobile manage logging system url 3cb40e8f504fc928c5ddbb1444fc9a55e15816ee33f7cb5fb25118b9b366a72c manage internet domain godaddy amp ssl cert manage corporate infrastructure service printer etc manage avalara avatax system manage samanage asset management service desk risk logging system engineering administration technology system including hard disk image preparation cloning patching updating configuring pc device infrastructure assisting planning preparing stating building shipping installation support retail interactive kiosk continuous learning becoming highly knowledgeable entire infrastructure local cloud willingness travel 15 perform duty beyond prescribed herein required analyzing troubleshooting repairing desktop server network device entering resolve service desk trouble ticket providing technology support needed capture create knowledge base information cataloging asset agreement etc ability lift 70 lb proficient documenting work procedure excellent problem solving inter personal presentation telephone ability self sufficient self motivated training schedule assist development delivery training use standard hardware software store ambassador identify technology improvement direction directed management 5+ year technology technical experiencehelp desk service desk experience ticketing system phone support etc small project management experiencemicrosoft word excel powerpoint equivalent communication toolsexperience installing updating customizing window operating system powershell scripting experience plus ip networking routing knowledge experienceprior experience managing people
7774,IOS/Android Developer ,NJ,New Jersey,,55000-70000,"Home Source is a startup based in southern New Jersey. We design and build software for large ticket retailers. We have built a complete ERP package that is used by retailers all over the United States. We have customers ranging in size from a single location doing 1 million dollars a year in revenue, to multiple locations doing in excess of 100 million dollars in annual revenue.","Home Source is a startup based in southern New Jersey. We design and build software for large ticket retailers. We have built a complete ERP package that is used by retailers all over the United States. We have customers ranging in size from a single location doing 1 million dollars a year in revenue, to multiple locations doing in excess of 100 million dollars in annual revenue.We are looking for developers that are interested in having an impact on an industry that has not changed for decades. We are lookingÂ  to create mobile application that allow our end-users to unchain themselves from their desktops and perform their functions directly with their customers.  Required 1. Good working knowledge of object oriented programming languages. 2. Knowledge of iOS and Android devices.Â  3. Must work well with teams. 4 JAVA,Objective C, JSON,XML HTML/CSS,PHP would all be a Plus", Required:1. Good working knowledge of object oriented programming languages.2. Objective C3. JSON4. IOS5. MYSQL6. JAVA Script7. Xcode8. XML9. CSS10. Must work well with teams.,"Base Pay $55,000.00 - $70,000.00 /Year",0,1,0,full-time,associate,unspecified,Information Technology and Services,Information Technology,io android developer home source startup based southern new jersey design build software large ticket retailer built complete erp package used retailer united state customer ranging size single location 1 million dollar year revenue multiple location excess 100 million dollar annual revenue looking developer interested impact industry changed decade looking create mobile application allow end user unchain desktop perform function directly customer required 1 good working knowledge object oriented programming language 2 knowledge io android device 3 must work well team 4 java objective c json xml html cs php would plus required 1 good working knowledge object oriented programming language 2 objective c3 json4 ios5 mysql6 java script7 xcode8 xml9 css10 must work well team
7780,Sr. Oracle Apps DBA,CA,California,,,," Sr. Oracle Apps DBA Menlo Park, CADuration: 6 Months Start Date: ImmediatelyÂ Job :Â This person should be a senior operational apps DBA with exp in R12 environment, that has some experience leading a team as well.Â  The  is both lead and hands on/on call support.Â Â ","The candidate should have a min of 10 years of experience as an Oracle Applications DBA with solid patching, cloning, install, upgrade, health checks, trouble shooting, production support experience and OEM. Experience with SOA/Weblogic is desirable. Strong oral and written communication  are essential. Hans on experience is a must. Candidate should have experience leading either onshore or offshore team.",,0,1,0,contract,mid_senior,bachelors,Information Technology and Services,Information Technology,sr oracle apps dba sr oracle apps dba menlo park caduration 6 month start date immediately job person senior operational apps dba exp r12 environment experience leading team well lead hand call support candidate min 10 year experience oracle application dba solid patching cloning install upgrade health check trouble shooting production support experience oem experience soa weblogic desirable strong oral written communication essential han experience must candidate experience leading either onshore offshore team
7789,Senior Business Analyst,NY,New York,,115-120,"Search &amp; Placement for Technical and Quantitative ProfessionalsÂ Our clients areTop-Tier Investments BanksHigh Frequency Trading FirmsHedge FundsPrivate Equity FirmsPublishing &amp; On-Line Content companiesAdvertising and Marketing FirmsTechnologies and talent we recruit for:Algorithmic, High Frequency TradingProprietary Trading, Market makingOrder Management and ExecutionRisk Monitoring &amp; Pricing AnalyticsCore Trading Systems InfrastructureDMA &amp; ConnectivityStatistical Analysis and Time Series DatabaseTrading Strategy Back TestingServer Side, Core &amp; Low Latency, Rapid ApplicationÂ and UI Application DevelopmentC#, WPF,Â C++PythonCore JavaQ, KDBExcel and VBA","Senior business analyst to work on strategic projects with the Investments and Risk Management business specifically in our Multi Asset or Alternatives LOB.Â  Must have experience working on large scale projects as well as handling day-to-day operational requests from the business.Work with Multi Asset or Alternatives Investments team to understand their data needs and tools requirements for research purposesWork with multi asset group ( new business line) to design &amp; implement research data repository and asset allocation toolsWork with risk/portfolio department to work on Risk based statistical analysis , including identifying appropriate analytics to use in these type of analysisWork with risk department on performance attribution project, including identifying appropriate analytics to use in fixed income attributionProvides project level analysis â producing required project analysis documentation (requirements, use cases, sequence diagrams, future state proposals â¦etc)Â ","Key Items we will be looking forSolid knowledge of Fixed Income financial products specifically foreign investments, OTC derivatives. Understanding of common financial risk measures.Understanding of Indices, fundamentals and analytical data, returns level data etc.Experience with at least one of the data vendorâs like RIMES, Factset, Morningstar, MSCI, and overall data acquisition process for large organizationsData analysis and business intelligence  - proficiency with SQL, Microsoft Excel.Experience with asset allocation a plus.Understanding of core BI concepts, past hand-on report development experience in a BI tool (Cognos,Spotfire,Business Objects, Qlivkiew ) is a plus.Understanding of typical data flows through IT infrastructure in an enterprise (ETL jobs). Past programming experience and ability to read code is helpful.Degree in Financial Engineering, or CFA/FRM certification, or familiarity with college level statistics, linear algebra and set theory concepts is a plus.Strategic thinkerStrong relationship building At least 5-7 years of experience in the technology or financial services industry.",,0,1,0,full-time,mid_senior,bachelors,Financial Services,Information Technology,senior business analyst senior business analyst work strategic project investment risk management business specifically multi asset alternative lob must experience working large scale project well handling day day operational request business work multi asset alternative investment team understand data need tool requirement research purposeswork multi asset group new business line design amp implement research data repository asset allocation toolswork risk portfolio department work risk based statistical analysis including identifying appropriate analytics use type analysiswork risk department performance attribution project including identifying appropriate analytics use fixed income attributionprovides project level analysis producing required project analysis documentation requirement use case sequence diagram future state proposal etc key item looking forsolid knowledge fixed income financial product specifically foreign investment otc derivative understanding common financial risk measure understanding index fundamental analytical data return level data etc experience least one data vendor like rime factset morningstar msci overall data acquisition process large organizationsdata analysis business intelligence proficiency sql microsoft excel experience asset allocation plus understanding core bi concept past hand report development experience bi tool cognos spotfire business object qlivkiew plus understanding typical data flow infrastructure enterprise etl job past programming experience ability read code helpful degree financial engineering cfa frm certification familiarity college level statistic linear algebra set theory concept plus strategic thinkerstrong relationship building least 5 7 year experience technology financial service industry
7794,Accounting Clerk $20/hr,NJ,New Jersey,,,,"The Accounting clerk will work in a team environment providing general clerical, accounting and office support. Primary duties will include but are not limited to: data entry (both numerical and alphabetical) , filing, bank statement reconciliation. Generating client's monthly financial statements. Handling Rebates The hours of the position are 8:00-1:00 M-F . This is an excellent entry level growth opportunity for someone with an interest in Accounting. Desired Skills/ Experience/Attributes Proven track record of dependability and reliability Experience with a 10-key calculator, Microsoft Word and Excel preferred QuickBooks knowledge a plus Interest or experience in Accounting preferred Knowledge of bank reconciliation a plus Will be responsible for General Ledger Entries Will be responsible for Handling REBATES Generating monthly financial statements",Able to Work from Home . Has the ability to work in a team-oriented environment. Is dependable and reliable and flexible to work overtime as needed Is quick and accurate when entering data Is honest and trust worthy Is committed to providing a high level of customer service,,0,0,0,full-time,entry_level,high_school,Information Technology and Services,Accounting,accounting clerk 20 hr accounting clerk work team environment providing general clerical accounting office support primary duty include limited data entry numerical alphabetical filing bank statement reconciliation generating client monthly financial statement handling rebate hour position 8 00 1 00 f excellent entry level growth opportunity someone interest accounting desired skill experience attribute proven track record dependability reliability experience 10 key calculator microsoft word excel preferred quickbooks knowledge plus interest experience accounting preferred knowledge bank reconciliation plus responsible general ledger entry responsible handling rebate generating monthly financial statement able work home ability work team oriented environment dependable reliable flexible work overtime needed quick accurate entering data honest trust worthy committed providing high level customer service
